CustomerID,ChurnStatus,Age,Gender,MaritalStatus,IncomeLevel,total_transactions,total_spent,avg_spend,unique_categories,LastLoginDate,LoginFrequency,ServiceUsage,unresolved_issues,total_interactions,days_since_last_login
510,1,30,M,Single,Medium,1,392.1,392.1,1,2023-07-04,31,Mobile App,1.0,1.0,703
511,1,54,M,Divorced,High,9,2027.8799999999999,225.32,5,2023-02-12,19,Online Banking,0.0,1.0,845
512,0,19,F,Single,High,5,1362.35,272.46999999999997,3,2023-08-02,48,Mobile App,0.0,0.0,674
513,0,67,F,Married,High,1,172.81,172.81,1,2023-06-18,18,Online Banking,0.0,0.0,719
514,0,18,F,Married,Medium,6,1606.29,267.715,4,2023-07-23,1,Mobile App,0.0,0.0,684
515,0,57,F,Divorced,Low,6,1639.58,273.2633333333333,4,2023-01-06,19,Online Banking,0.0,0.0,882
516,1,42,F,Divorced,Low,3,612.22,204.07333333333335,2,2023-12-28,14,Mobile App,0.0,0.0,526
517,0,54,F,Divorced,Low,5,1073.98,214.796,3,2023-01-11,11,Online Banking,0.0,0.0,877
518,1,53,F,Divorced,High,9,3078.6,342.06666666666666,5,2023-09-25,8,Mobile App,1.0,2.0,620
519,0,23,F,Divorced,Low,9,1894.4,210.4888888888889,5,2023-06-09,18,Mobile App,1.0,2.0,728
520,0,24,M,Married,High,5,1959.29,391.858,3,2023-07-16,9,Mobile App,0.0,2.0,691
521,1,21,F,Widowed,Medium,2,645.75,322.875,2,2023-02-09,43,Website,1.0,2.0,848
522,0,52,M,Divorced,Low,9,2557.54,284.1711111111111,5,2023-09-15,28,Website,1.0,2.0,630
523,0,58,M,Widowed,High,9,2090.02,232.22444444444443,5,2023-08-22,11,Mobile App,0.0,0.0,654
524,0,51,F,Divorced,Low,9,2565.36,285.04,4,2023-10-30,49,Online Banking,1.0,1.0,585
525,0,46,F,Divorced,Medium,4,462.44,115.61,3,2023-12-07,41,Website,1.0,1.0,547
526,0,22,M,Divorced,Low,4,446.32,111.58,3,2023-02-14,30,Online Banking,0.0,1.0,843
527,0,44,M,Married,Low,3,343.51,114.50333333333333,2,2023-12-28,44,Online Banking,0.0,0.0,526
528,0,50,F,Widowed,Medium,6,1353.55,225.59166666666667,4,2023-05-16,27,Online Banking,0.0,1.0,752
529,0,63,F,Married,High,8,2333.7200000000003,291.71500000000003,4,2023-05-18,26,Online Banking,1.0,1.0,750
530,1,69,F,Single,High,6,1311.6399999999999,218.60666666666665,4,2023-12-06,49,Mobile App,0.0,0.0,548
531,1,27,F,Divorced,High,9,2008.12,223.12444444444444,4,2023-11-09,12,Online Banking,1.0,1.0,575
532,0,23,M,Divorced,Low,8,2372.58,296.5725,3,2023-10-22,38,Website,1.0,2.0,593
533,0,51,M,Widowed,Low,1,388.31,388.31,1,2023-10-29,27,Mobile App,1.0,1.0,586
534,0,25,M,Married,High,3,536.31,178.76999999999998,3,2023-08-16,37,Mobile App,2.0,2.0,660
535,0,48,M,Married,High,8,2145.98,268.2475,3,2023-06-26,17,Mobile App,0.0,0.0,711
536,0,26,M,Married,Low,4,1639.36,409.84,3,2023-11-10,46,Mobile App,1.0,1.0,574
537,1,38,M,Divorced,High,6,2067.57,344.595,4,2023-05-27,9,Online Banking,0.0,0.0,741
538,0,25,M,Widowed,High,2,651.88,325.94,2,2023-06-13,6,Online Banking,1.0,2.0,724
539,0,21,F,Single,Low,6,1286.35,214.39166666666665,4,2023-09-22,13,Mobile App,1.0,2.0,623
540,0,39,F,Single,Medium,2,649.47,324.735,2,2023-01-17,6,Online Banking,1.0,1.0,871
541,0,45,F,Married,Low,2,185.03,92.515,2,2023-09-22,38,Mobile App,1.0,2.0,623
542,0,62,F,Widowed,High,3,344.77,114.92333333333333,3,2023-07-07,4,Mobile App,0.0,0.0,700
543,1,21,M,Married,High,5,939.83,187.966,4,2023-08-25,16,Online Banking,1.0,1.0,651
544,0,56,M,Married,Medium,4,1099.45,274.8625,3,2023-02-21,36,Website,1.0,1.0,836
545,1,38,F,Married,Medium,2,452.87,226.435,2,2023-10-08,43,Website,0.0,2.0,607
546,0,25,M,Single,Low,2,575.05,287.525,2,2023-02-10,14,Online Banking,0.0,2.0,847
547,0,37,M,Single,Medium,3,716.14,238.71333333333334,2,2023-01-22,29,Website,0.0,0.0,866
548,0,49,M,Married,High,9,2116.14,235.12666666666667,5,2023-11-29,24,Website,0.0,0.0,555
549,0,18,M,Widowed,High,2,358.67,179.335,1,2023-09-02,39,Mobile App,0.0,0.0,643
550,0,23,F,Single,High,8,2140.26,267.5325,4,2023-12-30,39,Online Banking,1.0,2.0,524
551,0,45,F,Married,High,9,3027.91,336.4344444444444,5,2023-01-03,45,Mobile App,2.0,2.0,885
552,0,61,F,Single,Medium,3,1049.96,349.9866666666667,2,2023-02-05,25,Website,0.0,0.0,852
553,0,48,F,Divorced,High,7,2125.61,303.65857142857146,5,2023-11-24,46,Website,0.0,0.0,560
554,0,27,M,Divorced,High,6,1822.54,303.75666666666666,5,2023-09-25,46,Mobile App,0.0,1.0,620
555,0,37,F,Single,High,2,393.99,196.995,2,2023-11-09,3,Website,0.0,0.0,575
556,0,25,M,Married,Low,7,2132.54,304.6485714285714,4,2023-02-09,42,Online Banking,0.0,1.0,848
557,0,39,F,Single,Low,3,1179.98,393.32666666666665,3,2023-12-02,27,Online Banking,1.0,2.0,552
558,0,55,M,Widowed,High,6,1722.97,287.1616666666667,5,2023-10-24,12,Online Banking,0.0,0.0,591
559,0,46,F,Married,Medium,7,2151.66,307.38,4,2023-08-15,43,Website,1.0,1.0,661
560,1,26,M,Married,Medium,2,203.34,101.67,2,2023-12-20,2,Mobile App,0.0,0.0,534
561,0,61,M,Married,Low,6,1369.4,228.23333333333335,3,2023-10-22,38,Online Banking,0.0,1.0,593
562,1,64,M,Married,Low,9,2160.95,240.10555555555553,5,2023-05-13,26,Online Banking,0.0,0.0,755
563,0,18,M,Widowed,Medium,5,1090.13,218.026,2,2023-06-12,29,Mobile App,0.0,0.0,725
564,0,58,M,Single,Low,7,1859.23,265.6042857142857,3,2023-06-06,45,Online Banking,0.0,0.0,731
565,1,69,M,Single,Low,6,2436.25,406.0416666666667,3,2023-04-22,30,Website,1.0,2.0,776
566,0,56,M,Divorced,High,7,1867.21,266.7442857142857,4,2023-06-15,38,Online Banking,0.0,0.0,722
567,0,43,M,Married,Medium,1,472.36,472.36,1,2023-11-27,41,Online Banking,0.0,0.0,557
568,0,28,M,Divorced,High,3,1051.21,350.40333333333336,2,2023-08-16,32,Online Banking,0.0,1.0,660
569,0,69,F,Widowed,Low,6,1550.8500000000001,258.475,4,2023-11-22,38,Online Banking,0.0,1.0,562
570,0,52,F,Single,Low,7,2358.04,336.86285714285714,4,2023-08-04,21,Mobile App,1.0,2.0,672
571,0,41,F,Single,Low,3,962.48,320.82666666666665,2,2023-04-25,8,Website,1.0,1.0,773
572,0,50,F,Married,Low,2,538.06,269.03,2,2023-01-26,6,Website,0.0,0.0,862
573,0,37,F,Single,Medium,5,1331.4,266.28000000000003,2,2023-01-23,4,Website,0.0,0.0,865
574,1,44,M,Widowed,Medium,9,2437.4,270.82222222222225,4,2023-04-01,17,Mobile App,0.0,1.0,797
575,0,32,F,Widowed,Medium,9,1550.26,172.2511111111111,4,2023-07-10,21,Mobile App,1.0,2.0,697
576,1,50,F,Married,Medium,4,755.9300000000001,188.98250000000002,3,2023-12-21,4,Website,2.0,2.0,533
577,1,69,M,Divorced,High,8,2373.23,296.65375,4,2023-04-25,35,Website,1.0,1.0,773
578,0,24,F,Married,High,3,715.6,238.53333333333333,3,2023-04-23,30,Mobile App,0.0,1.0,775
579,1,51,F,Widowed,High,2,402.41,201.205,1,2023-05-23,27,Online Banking,0.0,0.0,745
580,0,62,M,Single,Low,2,232.75,116.375,1,2023-12-01,12,Website,1.0,2.0,553
581,0,68,F,Single,Medium,2,407.65999999999997,203.82999999999998,2,2023-03-25,48,Mobile App,1.0,1.0,804
582,0,63,F,Single,Medium,7,1876.3600000000001,268.0514285714286,3,2023-10-18,20,Online Banking,0.0,0.0,597
583,0,59,M,Widowed,Medium,4,783.96,195.99,3,2023-02-15,40,Online Banking,0.0,0.0,842
584,0,22,M,Divorced,High,7,1677.08,239.58285714285714,4,2023-11-07,44,Online Banking,1.0,2.0,577
585,0,47,M,Married,Low,6,1709.36,284.8933333333333,4,2023-04-08,41,Online Banking,0.0,2.0,790
586,1,45,M,Divorced,Low,5,1667.53,333.506,2,2023-11-14,33,Online Banking,1.0,1.0,570
587,0,35,F,Single,Low,3,623.49,207.83,3,2023-04-01,10,Website,0.0,1.0,797
588,1,53,F,Married,High,8,1726.51,215.81375,3,2023-11-21,5,Mobile App,1.0,2.0,563
589,1,20,F,Widowed,Medium,9,2356.94,261.88222222222225,3,2023-04-20,11,Mobile App,1.0,2.0,778
590,0,38,M,Widowed,High,9,1383.59,153.73222222222222,4,2023-10-14,21,Mobile App,0.0,0.0,601
591,0,63,F,Divorced,Medium,1,215.12,215.12,1,2023-04-23,20,Online Banking,1.0,2.0,775
592,0,33,M,Married,Low,8,2642.14,330.2675,4,2023-02-03,44,Mobile App,0.0,0.0,854
593,0,54,F,Single,Medium,9,2959.62,328.84666666666664,5,2023-01-04,9,Online Banking,0.0,1.0,884
594,0,59,M,Divorced,Low,9,2544.69,282.74333333333334,5,2023-06-09,30,Mobile App,1.0,2.0,728
595,0,22,F,Widowed,Low,8,2270.36,283.795,3,2023-04-23,48,Online Banking,0.0,1.0,775
596,0,67,F,Married,Low,5,1346.76,269.352,2,2023-06-07,4,Mobile App,0.0,0.0,730
597,0,68,M,Married,Medium,7,1726.8999999999999,246.7,3,2023-10-17,9,Website,1.0,1.0,598
598,0,31,M,Widowed,High,7,1906.1000000000001,272.3,4,2023-07-09,40,Online Banking,0.0,0.0,698
599,0,48,M,Single,Low,9,2347.42,260.82444444444445,4,2023-12-16,3,Website,0.0,2.0,538
600,0,63,F,Single,Medium,4,865.0,216.25,4,2023-11-22,38,Online Banking,1.0,1.0,562
601,0,41,F,Widowed,Low,8,2473.79,309.22375,5,2023-09-11,25,Website,1.0,2.0,634
602,1,52,M,Widowed,Medium,9,1158.83,128.7588888888889,4,2023-05-13,37,Mobile App,0.0,0.0,755
603,0,53,M,Single,High,5,1476.4,295.28000000000003,3,2023-06-16,30,Mobile App,0.0,0.0,721
604,0,27,M,Divorced,Low,3,437.92999999999995,145.97666666666666,3,2023-05-06,31,Website,1.0,2.0,762
605,1,44,M,Divorced,Low,4,1187.98,296.995,2,2023-01-13,17,Mobile App,0.0,0.0,875
606,0,44,F,Married,Low,1,271.99,271.99,1,2023-10-03,10,Website,0.0,0.0,612
607,1,40,M,Married,High,5,1489.51,297.902,3,2023-01-16,8,Mobile App,1.0,1.0,872
608,0,30,M,Divorced,Medium,9,2463.96,273.7733333333333,4,2023-01-14,2,Mobile App,1.0,1.0,874
609,0,33,F,Married,Low,1,110.77,110.77,1,2023-12-21,32,Website,1.0,2.0,533
610,0,52,F,Divorced,Low,5,1504.22,300.844,3,2023-12-07,11,Mobile App,0.0,0.0,547
611,0,44,M,Married,High,3,624.87,208.29,3,2023-10-11,10,Online Banking,1.0,1.0,604
612,0,69,F,Divorced,Medium,7,1688.29,241.18428571428572,4,2023-12-17,41,Online Banking,0.0,2.0,537
613,0,56,M,Married,High,3,612.18,204.05999999999997,2,2023-08-26,32,Online Banking,0.0,0.0,650
614,1,64,F,Married,High,3,1239.16,413.05333333333334,3,2023-03-25,24,Mobile App,0.0,1.0,804
615,0,34,F,Divorced,Low,3,481.67999999999995,160.55999999999997,2,2023-08-11,7,Online Banking,1.0,2.0,665
616,1,65,M,Single,Medium,8,1674.35,209.29375,5,2023-08-14,29,Online Banking,1.0,1.0,662
617,1,58,F,Divorced,Low,7,2146.58,306.6542857142857,5,2023-01-22,2,Online Banking,0.0,0.0,866
618,1,18,M,Divorced,Low,7,1025.54,146.50571428571428,4,2023-11-20,16,Mobile App,0.0,2.0,564
619,1,28,M,Widowed,High,1,244.19,244.19,1,2023-04-27,31,Online Banking,1.0,1.0,771
620,0,29,F,Single,High,3,694.35,231.45000000000002,2,2023-02-25,12,Online Banking,1.0,1.0,832
621,0,31,F,Married,Low,2,204.8,102.4,1,2023-08-15,32,Online Banking,0.0,1.0,661
622,0,25,M,Single,High,5,754.54,150.908,4,2023-10-01,47,Online Banking,1.0,1.0,614
623,0,48,F,Single,High,7,1074.25,153.46428571428572,4,2023-04-12,41,Online Banking,2.0,2.0,786
624,0,24,F,Single,Medium,4,934.44,233.61,3,2023-11-19,18,Website,0.0,0.0,565
625,1,63,F,Widowed,Low,9,2452.39,272.48777777777775,4,2023-08-03,3,Mobile App,0.0,0.0,673
626,0,48,M,Widowed,Low,8,2416.9,302.1125,4,2023-02-27,16,Website,0.0,0.0,830
627,1,33,F,Married,Medium,6,1929.48,321.58,5,2023-11-16,49,Website,0.0,1.0,568
628,0,59,F,Divorced,High,1,67.65,67.65,1,2023-01-16,42,Website,0.0,1.0,872
629,0,56,M,Single,Medium,3,657.3699999999999,219.1233333333333,2,2023-01-07,18,Online Banking,1.0,2.0,881
630,1,61,F,Married,Medium,2,942.44,471.22,1,2023-08-17,44,Website,1.0,1.0,659
631,0,36,M,Married,Medium,1,238.83,238.83,1,2023-07-23,15,Website,1.0,2.0,684
632,0,25,M,Widowed,High,6,1060.8600000000001,176.81000000000003,4,2023-11-28,41,Online Banking,1.0,1.0,556
633,0,46,M,Divorced,Medium,8,1985.72,248.215,4,2023-11-04,37,Online Banking,2.0,2.0,580
634,0,19,M,Divorced,Low,4,1053.54,263.385,3,2023-04-21,23,Mobile App,2.0,2.0,777
635,0,59,F,Widowed,High,5,1574.74,314.948,2,2023-12-10,26,Online Banking,1.0,1.0,544
636,0,20,M,Single,Medium,5,1041.72,208.344,3,2023-09-27,7,Online Banking,1.0,2.0,618
637,0,68,M,Widowed,Medium,8,1629.96,203.745,4,2023-04-26,48,Online Banking,0.0,1.0,772
638,0,46,M,Married,Medium,2,194.63,97.315,2,2023-04-30,21,Website,0.0,0.0,768
639,0,32,F,Widowed,Medium,8,1874.22,234.2775,4,2023-03-30,29,Website,1.0,1.0,799
640,0,55,M,Divorced,Medium,8,2408.65,301.08125,4,2023-11-24,45,Website,1.0,2.0,560
641,1,45,M,Single,Medium,9,1717.5700000000002,190.84111111111113,4,2023-06-15,7,Online Banking,1.0,2.0,722
642,0,54,M,Married,Low,6,1587.38,264.56333333333333,3,2023-08-15,6,Online Banking,1.0,1.0,661
643,1,49,M,Married,High,7,1060.42,151.48857142857145,4,2023-09-17,27,Online Banking,0.0,0.0,628
644,1,47,M,Divorced,Low,2,266.05,133.025,1,2023-09-11,43,Mobile App,0.0,1.0,634
645,0,68,M,Widowed,Medium,1,328.56,328.56,1,2023-06-28,46,Website,1.0,2.0,709
646,1,64,M,Married,Medium,1,163.69,163.69,1,2023-02-23,17,Website,0.0,0.0,834
647,0,47,M,Widowed,Medium,1,12.46,12.46,1,2023-03-11,24,Mobile App,1.0,2.0,818
648,0,68,M,Married,Low,3,1028.17,342.72333333333336,2,2023-08-11,28,Website,0.0,1.0,665
649,0,51,M,Divorced,Medium,4,759.5699999999999,189.89249999999998,2,2023-07-01,26,Website,1.0,1.0,706
650,1,30,M,Married,Low,2,499.67,249.835,2,2023-08-30,38,Online Banking,0.0,1.0,646
651,0,50,M,Married,High,7,1467.02,209.5742857142857,4,2023-05-17,26,Online Banking,0.0,0.0,751
652,0,59,F,Single,Low,5,1245.86,249.17199999999997,3,2023-05-18,40,Website,2.0,2.0,750
653,0,34,F,Married,Low,1,392.17,392.17,1,2023-03-30,1,Mobile App,0.0,1.0,799
654,0,20,M,Divorced,High,9,1437.17,159.68555555555557,4,2023-02-19,19,Mobile App,0.0,1.0,838
655,0,26,F,Married,Medium,9,2097.25,233.02777777777777,5,2023-01-31,26,Mobile App,2.0,2.0,857
656,0,69,F,Divorced,Low,7,1567.52,223.93142857142857,5,2023-07-10,35,Mobile App,0.0,0.0,697
657,1,28,F,Widowed,High,5,1135.3,227.06,4,2023-12-07,16,Online Banking,0.0,1.0,547
658,1,66,M,Divorced,Low,6,1132.79,188.79833333333332,3,2023-06-25,13,Mobile App,1.0,1.0,712
659,0,44,F,Widowed,Low,6,1658.16,276.36,3,2023-09-25,10,Website,1.0,2.0,620
660,0,45,F,Married,High,8,2676.26,334.5325,5,2023-08-13,8,Mobile App,1.0,2.0,663
661,0,19,M,Divorced,Low,8,1579.69,197.46125,5,2023-10-12,27,Mobile App,0.0,0.0,603
662,0,18,F,Single,High,4,758.41,189.6025,3,2023-09-01,26,Mobile App,0.0,0.0,644
663,0,23,F,Divorced,Low,6,1160.99,193.49833333333333,5,2023-04-12,3,Mobile App,1.0,1.0,786
664,0,42,F,Widowed,Medium,6,1972.94,328.8233333333333,4,2023-08-24,45,Online Banking,1.0,1.0,652
665,0,52,F,Widowed,High,5,1405.19,281.038,3,2023-06-15,36,Online Banking,1.0,1.0,722
666,0,33,M,Single,Medium,1,474.38,474.38,1,2023-10-22,41,Online Banking,0.0,0.0,593
667,0,21,F,Divorced,Low,6,1442.15,240.35833333333335,4,2023-10-19,8,Online Banking,0.0,1.0,596
668,0,64,M,Married,Medium,7,1668.59,238.36999999999998,3,2023-06-03,32,Website,1.0,1.0,734
669,0,55,F,Divorced,High,8,2232.41,279.05125,4,2023-11-06,19,Website,1.0,2.0,578
670,0,61,F,Divorced,Low,1,143.34,143.34,1,2023-04-02,12,Online Banking,0.0,0.0,796
671,0,37,F,Divorced,High,9,2587.47,287.49666666666667,3,2023-02-28,45,Online Banking,0.0,1.0,829
672,0,42,F,Single,Low,1,77.31,77.31,1,2023-04-01,45,Mobile App,0.0,2.0,797
673,0,24,F,Single,Medium,8,1779.5,222.4375,4,2023-07-02,13,Mobile App,0.0,2.0,705
674,1,38,M,Single,Medium,9,2314.49,257.16555555555556,5,2023-01-23,44,Online Banking,1.0,2.0,865
675,0,24,M,Single,High,9,2461.3,273.4777777777778,5,2023-06-07,48,Online Banking,0.0,2.0,730
676,0,46,M,Single,High,5,923.55,184.70999999999998,4,2023-11-16,45,Mobile App,0.0,0.0,568
677,1,69,F,Married,Low,1,308.82,308.82,1,2023-07-05,7,Website,1.0,2.0,702
678,0,24,M,Divorced,High,4,864.3,216.075,3,2023-04-22,47,Online Banking,0.0,1.0,776
679,0,20,F,Divorced,High,7,1700.3,242.9,4,2023-08-31,47,Website,1.0,2.0,645
680,0,46,M,Married,Medium,9,2490.85,276.7611111111111,4,2023-12-24,16,Website,0.0,0.0,530
681,0,46,M,Married,High,4,1463.19,365.7975,3,2023-06-22,32,Mobile App,0.0,0.0,715
682,1,56,M,Married,High,5,1084.11,216.82199999999997,5,2023-09-14,9,Mobile App,0.0,1.0,631
683,0,55,F,Married,Low,5,1383.28,276.656,3,2023-08-19,26,Online Banking,1.0,2.0,657
684,0,23,M,Single,Medium,5,1240.94,248.18800000000002,4,2023-07-24,48,Mobile App,0.0,1.0,683
685,1,63,F,Divorced,Medium,2,534.74,267.37,2,2023-07-27,40,Website,0.0,0.0,680
686,0,27,M,Married,Low,4,1019.6700000000001,254.91750000000002,3,2023-07-29,47,Website,0.0,0.0,678
687,0,54,F,Widowed,Medium,9,1446.69,160.74333333333334,4,2023-11-24,20,Online Banking,0.0,1.0,560
688,0,31,F,Married,Low,9,2281.4700000000003,253.4966666666667,5,2023-10-05,6,Website,1.0,2.0,610
689,0,39,F,Divorced,Low,4,897.51,224.3775,3,2023-01-24,11,Mobile App,0.0,0.0,864
690,0,49,F,Widowed,High,3,638.06,212.68666666666664,3,2023-12-22,29,Online Banking,0.0,0.0,532
691,1,35,F,Married,High,2,683.19,341.595,1,2023-01-11,7,Mobile App,0.0,0.0,877
692,0,53,F,Single,Low,5,1421.26,284.252,3,2023-06-24,29,Website,0.0,0.0,713
693,0,63,F,Single,High,8,2154.62,269.3275,4,2023-10-01,43,Mobile App,0.0,1.0,614
694,0,69,F,Widowed,High,7,1500.44,214.34857142857143,3,2023-01-12,4,Online Banking,0.0,0.0,876
695,1,26,F,Single,Medium,9,2615.4300000000003,290.60333333333335,4,2023-02-09,24,Mobile App,1.0,2.0,848
696,1,43,F,Widowed,Medium,1,55.77,55.77,1,2023-02-10,3,Website,1.0,1.0,847
697,0,39,M,Married,High,2,489.1,244.55,2,2023-07-11,12,Online Banking,0.0,0.0,696
698,0,63,F,Divorced,Low,2,273.02,136.51,1,2023-07-03,35,Website,0.0,0.0,704
699,1,55,M,Widowed,Low,4,994.16,248.54,2,2023-02-14,8,Mobile App,0.0,0.0,843
700,0,40,M,Married,High,8,2810.28,351.285,5,2023-12-18,38,Online Banking,1.0,2.0,536
701,0,34,F,Widowed,High,9,2395.1,266.1222222222222,4,2023-01-18,41,Online Banking,0.0,0.0,870
702,1,43,M,Divorced,Low,5,681.77,136.35399999999998,3,2023-12-31,38,Mobile App,0.0,0.0,523
703,0,64,F,Single,Medium,7,1289.55,184.22142857142856,4,2023-09-16,15,Mobile App,0.0,2.0,629
704,0,55,F,Single,Medium,3,948.6800000000001,316.2266666666667,2,2023-11-03,5,Website,0.0,0.0,581
705,0,19,M,Widowed,Low,7,1783.47,254.78142857142856,4,2023-05-16,40,Website,2.0,2.0,752
706,0,23,F,Divorced,High,1,104.0,104.0,1,2023-03-27,16,Online Banking,1.0,1.0,802
707,0,24,M,Married,Medium,1,35.24,35.24,1,2023-01-02,46,Online Banking,1.0,1.0,886
708,0,30,M,Married,Low,3,807.48,269.16,3,2023-09-29,28,Website,1.0,1.0,616
709,0,44,M,Married,High,1,346.94,346.94,1,2023-07-21,13,Mobile App,0.0,0.0,686
710,0,28,M,Widowed,High,6,1373.66,228.94333333333336,3,2023-04-29,41,Website,0.0,0.0,769
711,0,32,F,Single,Medium,1,391.99,391.99,1,2023-02-26,11,Website,1.0,1.0,831
712,0,26,F,Widowed,High,5,1159.3899999999999,231.878,3,2023-11-30,37,Mobile App,0.0,2.0,554
713,0,25,F,Widowed,Low,8,1792.54,224.0675,4,2023-03-12,3,Website,0.0,1.0,817
714,0,63,M,Widowed,Low,8,1170.32,146.29,3,2023-09-08,8,Mobile App,0.0,0.0,637
715,0,23,F,Married,Low,2,555.91,277.955,1,2023-06-02,38,Online Banking,1.0,1.0,735
716,1,65,M,Divorced,Low,9,3220.3,357.81111111111113,5,2023-01-11,47,Mobile App,1.0,2.0,877
717,0,60,M,Widowed,High,7,1950.63,278.6614285714286,3,2023-05-03,34,Website,2.0,2.0,765
718,0,21,M,Married,Low,6,1845.21,307.535,4,2023-07-12,38,Mobile App,1.0,1.0,695
719,0,28,M,Widowed,Medium,2,434.86,217.43,2,2023-12-16,42,Online Banking,0.0,0.0,538
720,0,68,M,Widowed,High,6,1551.13,258.5216666666667,3,2023-01-30,24,Website,1.0,2.0,858
721,0,45,M,Married,High,5,921.3299999999999,184.266,4,2023-04-28,18,Website,0.0,0.0,770
722,0,43,F,Divorced,High,3,814.74,271.58,2,2023-04-03,25,Website,1.0,1.0,795
723,0,21,F,Divorced,Low,7,2143.56,306.22285714285715,3,2023-06-02,13,Website,0.0,2.0,735
724,0,32,F,Single,High,2,477.73,238.865,2,2023-10-24,39,Website,1.0,1.0,591
725,0,36,M,Widowed,Low,2,627.29,313.645,2,2023-10-14,22,Mobile App,0.0,0.0,601
726,0,23,M,Single,Low,8,2048.2,256.025,5,2023-08-29,30,Online Banking,0.0,1.0,647
727,0,22,F,Married,High,6,1252.1,208.6833333333333,5,2023-08-13,30,Mobile App,0.0,0.0,663
728,0,35,F,Widowed,High,5,1552.44,310.488,4,2023-05-05,37,Website,1.0,1.0,763
729,0,23,F,Married,Low,2,161.07,80.535,2,2023-02-09,45,Mobile App,0.0,1.0,848
730,0,48,M,Single,High,6,1247.79,207.965,5,2023-12-20,43,Website,0.0,1.0,534
731,0,42,F,Married,High,8,1559.5,194.9375,5,2023-12-20,15,Online Banking,0.0,0.0,534
732,0,21,F,Married,Low,9,1865.72,207.3022222222222,5,2023-12-16,35,Mobile App,1.0,1.0,538
733,1,23,M,Divorced,Low,3,681.14,227.04666666666665,2,2023-01-15,6,Online Banking,2.0,2.0,873
734,0,58,M,Widowed,High,5,1047.12,209.42399999999998,3,2023-09-04,11,Mobile App,1.0,2.0,641
735,0,54,F,Widowed,Low,8,2165.4900000000002,270.68625000000003,4,2023-10-05,28,Website,1.0,2.0,610
736,0,67,F,Widowed,Low,3,576.3,192.1,3,2023-03-03,30,Website,1.0,1.0,826
737,0,42,M,Married,Medium,9,2132.05,236.89444444444447,4,2023-05-13,16,Mobile App,1.0,2.0,755
738,0,51,M,Divorced,High,3,675.36,225.12,1,2023-05-25,28,Mobile App,2.0,2.0,743
739,0,36,M,Single,High,2,338.96999999999997,169.48499999999999,2,2023-10-07,25,Online Banking,0.0,0.0,608
740,0,51,M,Widowed,High,9,2094.81,232.75666666666666,5,2023-05-27,48,Online Banking,0.0,1.0,741
741,0,32,F,Married,High,8,2317.66,289.7075,5,2023-06-22,30,Website,0.0,1.0,715
742,1,67,F,Divorced,High,2,583.1,291.55,2,2023-03-30,45,Online Banking,0.0,0.0,799
743,0,25,F,Divorced,Low,4,1118.41,279.6025,3,2023-07-28,14,Online Banking,0.0,2.0,679
744,0,61,F,Widowed,High,6,1132.03,188.67166666666665,4,2023-06-09,27,Website,0.0,0.0,728
745,0,64,F,Divorced,High,9,2639.2799999999997,293.25333333333333,4,2023-06-10,48,Website,0.0,0.0,727
746,0,66,M,Divorced,Medium,2,604.8199999999999,302.40999999999997,1,2023-12-18,30,Mobile App,0.0,1.0,536
747,0,51,M,Married,Low,4,967.0799999999999,241.76999999999998,2,2023-12-02,10,Online Banking,2.0,2.0,552
748,1,35,F,Single,High,2,284.57,142.285,2,2023-02-06,20,Mobile App,0.0,0.0,851
749,0,47,M,Divorced,High,3,618.27,206.09,3,2023-02-26,44,Online Banking,1.0,2.0,831
750,0,30,F,Single,High,8,2600.41,325.05125,4,2023-08-21,7,Website,1.0,2.0,655
751,0,64,F,Divorced,High,6,1172.35,195.39166666666665,2,2023-08-24,34,Website,0.0,1.0,652
752,0,50,F,Divorced,Low,9,2056.76,228.5288888888889,4,2023-12-07,27,Website,0.0,2.0,547
753,1,52,F,Divorced,Medium,6,1560.95,260.15833333333336,4,2023-06-26,23,Online Banking,1.0,2.0,711
754,0,69,M,Widowed,Medium,4,1122.07,280.5175,3,2023-11-04,46,Website,0.0,0.0,580
755,0,41,F,Widowed,High,3,539.68,179.89333333333332,3,2023-02-19,45,Website,0.0,0.0,838
756,0,43,F,Widowed,Medium,6,2081.7,346.95,3,2023-08-09,25,Mobile App,0.0,0.0,667
757,1,64,F,Single,Medium,5,1484.12,296.82399999999996,4,2023-09-06,28,Mobile App,0.0,1.0,639
758,0,68,M,Single,Medium,9,1725.5,191.72222222222223,4,2023-08-07,18,Online Banking,2.0,2.0,669
759,0,61,F,Widowed,Medium,2,575.97,287.985,2,2023-03-12,13,Website,0.0,1.0,817
760,0,59,M,Single,Medium,1,477.75,477.75,1,2023-01-30,13,Online Banking,1.0,2.0,858
761,0,64,M,Married,Low,9,1309.22,145.4688888888889,3,2023-01-07,45,Online Banking,0.0,1.0,881
762,1,18,F,Single,Low,9,2577.9500000000003,286.4388888888889,5,2023-11-06,34,Mobile App,1.0,1.0,578
763,1,30,M,Married,Low,5,693.13,138.626,3,2023-04-28,14,Mobile App,0.0,2.0,770
764,0,27,M,Widowed,Medium,1,496.99,496.99,1,2023-02-15,28,Mobile App,0.0,0.0,842
765,0,36,F,Married,Low,5,1079.2,215.84,3,2023-12-07,13,Online Banking,0.0,1.0,547
766,0,22,F,Widowed,Medium,3,910.23,303.41,3,2023-07-09,34,Website,0.0,2.0,698
